OBJECTID,Shape_Leng,Latitude,Longitude,Projection_y_coordinate,Projection_x_coordinate,tas_annual_baseline_81_00_media,tas_annual_01_20_median,tas_annual_change_01_20_median,tas_annual_change_15_median,tas_annual_change_20_median,tas_annual_change_25_median,tas_annual_change_30_median,tas_annual_change_40_median,tas_annual_baseline_81_00_upper,tas_annual_01_20_upper,tas_annual_change_01_20_upper,tas_annual_change_15_upper,tas_annual_change_20_upper,tas_annual_change_25_upper,tas_annual_change_30_upper,tas_annual_change_40_upper,tas_annual_baseline_81_00_lower,tas_annual_01_20_lower,tas_annual_change_01_20_lower,tas_annual_change_15_lower,tas_annual_change_20_lower,tas_annual_change_25_lower,tas_annual_change_30_lower,tas_annual_change_40_lower,SHAPE_Length,SHAPE_Area,,Comments,
65,48000,50.68922572,-4.18157957,90000,246000,9.887351345,10.6235319,0.736180556,1.013307085,1.549814737,1.995809875,2.420600328,3.28022231,9.89062934,10.85928819,0.968658854,1.388553654,1.892066179,2.169152922,2.678931878,3.728299851,9.88671441,10.51690755,0.630193142,0.905287337,1.392892537,1.953593388,2.256048074,3.006672092,48000,-144000000,,,
66,48000,50.69228065,-4.01180723,90000,258000,8.537341851,9.271929253,0.734587402,1.016535283,1.561994874,2.022653641,2.429550678,3.279702588,8.541475694,9.496552734,0.95507704,1.403703187,1.891559658,2.145522745,2.719847625,3.740725162,8.536380208,9.175137804,0.638757595,0.916778222,1.397002521,1.961491815,2.283489893,3.045295914,48000,-144000000,,,
67,48000,50.69508823,-3.84200724,90000,270000,9.288297526,10.00721246,0.718914931,1.030684937,1.585026533,2.026558599,2.453959599,3.308812443,9.292030165,10.21692166,0.924891493,1.405083602,1.873333437,2.121113695,2.721079489,3.775894046,9.286678602,9.921384549,0.634705946,0.935197586,1.406804936,1.973231027,2.322438513,3.060427207,48000,-144000000,,,
68,48000,50.69764782,-3.67218138,90000,282000,9.817609592,10.5288775,0.711267904,1.05022448,1.631212875,2.048864578,2.503161246,3.354210302,9.821341146,10.77034505,0.949003906,1.409666005,1.899939184,2.143853495,2.738015666,3.801423921,9.81593316,10.44796115,0.632027995,0.941222202,1.412462694,1.987995825,2.341217758,3.076572627,48000,-144000000,,,
69,48000,50.69996041,-3.50233337,90000,294000,10.48224664,11.1975,0.715253364,1.042705879,1.635524192,2.03731435,2.507902018,3.350110109,10.48791233,11.44454644,0.956634115,1.395842221,1.909543031,2.153585793,2.714134941,3.790526052,10.47996962,11.11735026,0.637380642,0.925790551,1.396818163,1.995170459,2.314918775,3.073524874,48000,-144000000,,,
70,48000,50.70202612,-3.33246409,90000,306000,10.35397624,11.07001248,0.716036241,1.044766762,1.625002558,2.027779535,2.49369262,3.34029377,10.35784722,11.3155013,0.95765408,1.381338666,1.893370536,2.153912089,2.709224744,3.785812665,10.35209418,10.99664063,0.644546441,0.931249793,1.391740865,1.997615741,2.295990203,3.079410704,48000,-144000000,,,
71,48000,50.70384433,-3.16257533,90000,318000,10.05292806,10.78113444,0.72820638,1.051043966,1.639874029,2.056143818,2.514117063,3.378785136,10.05612196,11.03706055,0.980938585,1.411879857,1.93176453,2.195027643,2.753829365,3.825951916,10.04953668,10.70748915,0.657952474,0.950880353,1.41073175,2.020834263,2.329325707,3.122676453,48000,-144000000,,,
72,48000,50.70541505,-2.99266962,90000,330000,10.25962891,11.00228136,0.742652452,1.058464885,1.653974299,2.0883176,2.528716983,3.407393818,10.26162326,11.26431858,1.002695313,1.433076379,1.959585142,2.229756066,2.814097636,3.838731812,10.25643772,10.9290701,0.672632378,0.96059498,1.416044095,2.037132678,2.350818814,3.154079499,48000,-144000000,,,
73,48000,50.70673891,-2.82274984,90000,342000,10.37903809,11.13123047,0.752192383,1.060624432,1.650398582,2.079797686,2.520998367,3.396075355,10.38132704,11.38895399,1.007626953,1.425945922,1.954370608,2.231832941,2.820219494,3.834976955,10.37671658,11.05232639,0.675609809,0.954973442,1.404533213,2.028167059,2.339406984,3.138393219,48000,-144000000,,,
74,48000,50.7078153,-2.65281899,90000,354000,9.797901476,10.55427246,0.756370985,1.061334635,1.660276176,2.087418077,2.532413659,3.410077763,9.799906684,10.81915039,1.019243707,1.439107195,1.967645554,2.243357877,2.829838996,3.838789269,9.79553928,10.47794596,0.682406684,0.96278775,1.410557674,2.041002656,2.359031136,3.153272053,48000,-144000000,,,
75,48000,50.7086441,-2.48287993,90000,366000,10.054611,10.80619954,0.751588542,1.06013739,1.666631221,2.085891824,2.535997127,3.410089286,10.05839627,11.07630208,1.017905816,1.442301897,1.966249897,2.232527643,2.823448816,3.831938192,10.05048286,10.73099826,0.680515408,0.962346385,1.398045945,2.03635613,2.362851046,3.158986803,48000,-144000000,,,
76,48000,50.70922476,-2.31293443,90000,378000,10.29778971,11.05129503,0.753505317,1.068698201,1.674570674,2.086805271,2.538904958,3.412228784,10.30076931,11.31325087,1.012481554,1.435709015,1.954676029,2.216106874,2.821633443,3.837044529,10.2927832,10.98027669,0.68749349,0.963316592,1.38265532,2.024077071,2.362212612,3.174239625,48000,-144000000,,,
77,48000,50.70955695,-2.14298456,90000,390000,10.48590712,11.25110731,0.765200195,1.079765108,1.689864935,2.103386321,2.5578187,3.432594969,10.49012478,11.52165582,1.031531033,1.443749018,1.973281508,2.236116691,2.863466022,3.888298611,10.48104818,11.18715278,0.706104601,0.980862889,1.38398701,2.03300218,2.38002134,3.206635871,48000,-144000000,,,
78,48000,50.70964146,-1.97303246,90000,402000,10.78699056,11.55356717,0.766576606,1.081116821,1.694392284,2.112629821,2.559115823,3.433540556,10.79169922,11.83608832,1.044389106,1.444728939,1.978157759,2.240143126,2.86857117,3.903547144,10.78348307,11.49363498,0.71015191,0.996785353,1.392391286,2.040715112,2.38442078,3.21481404,48000,-144000000,,,
79,48000,50.70947819,-1.80308163,90000,414000,10.75270399,11.53218967,0.779485677,1.088968874,1.707273892,2.126655868,2.577569444,3.454048136,10.75811849,11.80774523,1.049626736,1.455933573,1.990314463,2.252257461,2.884295428,3.925090887,10.74861762,11.46251845,0.713900825,1.001951058,1.403498677,2.054552745,2.407421668,3.23734499,48000,-144000000,,,
80,48000,50.70906832,-1.63313363,90000,426000,10.6228342,11.42117893,0.798344727,1.104386264,1.727971902,2.147548311,2.608421017,3.486500548,10.62963759,11.69248698,1.062849392,1.473543733,2.013872148,2.273472377,2.904095982,3.964987134,10.61858941,11.33483398,0.716244575,1.010804295,1.419381924,2.073843109,2.443706391,3.276424128,48000,-144000000,,,
81,48000,50.70841018,-1.46319075,90000,438000,10.64587348,11.43411404,0.78824056,1.095669746,1.71477955,2.12768534,2.584279617,3.45847478,10.65106554,11.70134874,1.050283203,1.44771226,1.985159557,2.248826937,2.881319754,3.940482133,10.64258138,11.34703342,0.70445204,1.002347987,1.416917266,2.070848318,2.417347884,3.253936322,48000,-144000000,,,
82,48000,50.70750356,-1.29325533,90000,450000,10.78613661,11.54444444,0.758307834,1.06930677,1.690485,2.097656121,2.533340955,3.405996843,10.79159939,11.81166341,1.020064019,1.407223772,1.943445457,2.212041274,2.849275639,3.894126364,10.78352648,11.47448242,0.690955946,0.985380394,1.405331101,2.044904204,2.36994492,3.20812345,48000,-144000000,,,
83,48000,50.70634961,-1.12332878,90000,462000,11.13179525,11.89010254,0.758307292,1.069306279,1.690485052,2.097655113,2.533340464,3.405996895,11.13725694,12.15732205,1.020065104,1.407222791,1.943445509,2.212041326,2.84927569,3.894125331,11.12918511,11.82014106,0.690955946,0.985380498,1.405329034,2.044906374,2.369944971,3.208124587,48000,-144000000,,,
84,48000,50.7033004,-0.78351174,90000,486000,10.92906576,11.74043023,0.811364475,1.092317502,1.719329944,2.130018446,2.58468223,3.448254278,10.93243056,11.99039063,1.057960069,1.470009611,2.001480758,2.272612641,2.894482525,3.961910187,10.92767361,11.63649523,0.708821615,1.00292359,1.425395017,2.082183418,2.44292421,3.269679129,48000,-144000000,,,
85,48000,50.6882182,0.23543993,90000,558000,10.7405599,11.55293891,0.812379015,1.116698237,1.752120148,2.156410229,2.583592587,3.45121489,10.7426237,11.7891276,1.046503906,1.431682684,1.954898934,2.296394779,2.90877227,4.027610367,10.73658529,11.44720486,0.710619575,1.024011192,1.478339069,2.072197317,2.453621755,3.309123781,48000,-144000000,,,
86,48000,50.78637413,-4.69688786,102000,210000,10.7462755,11.45544325,0.709167752,0.967149833,1.491158828,1.935606037,2.341301954,3.163010577,10.74844835,11.68896918,0.940520833,1.329672929,1.812716807,2.060176711,2.564166563,3.586937314,10.74476997,11.34414388,0.599373915,0.859151941,1.34070576,1.835752832,2.16661386,2.85719277,48000,-144000000,,,
87,48000,50.79018394,-4.52682644,102000,222000,10.2367985,10.94419596,0.707397461,0.966237728,1.495358951,1.937303835,2.348078781,3.170373858,10.24082465,11.17710938,0.936284722,1.338297371,1.822686115,2.069399905,2.570543258,3.588476666,10.23348307,10.83405816,0.600575087,0.857999184,1.341533875,1.837208013,2.172101935,2.866090495,48000,-144000000,,,
88,48000,50.79374587,-4.3567292,102000,234000,9.873771159,10.59055556,0.716784397,0.985633035,1.52000031,1.957789016,2.375143177,3.209176639,9.877666016,10.81470269,0.937036675,1.355588676,1.848711403,2.107901269,2.598116526,3.63043997,9.870379774,10.48548177,0.615101997,0.87349351,1.353933635,1.879693184,2.199107195,2.915497375,48000,-144000000,,,
89,48000,50.79705992,-4.1865982,102000,246000,9.937626953,10.67081706,0.733190104,1.00846752,1.545127702,1.98580476,2.41210488,3.256512638,9.940256076,10.89152452,0.951268446,1.369565662,1.865164414,2.140409123,2.652998719,3.690482288,9.936968316,10.57010634,0.633138021,0.89617699,1.380461,1.923138228,2.231587198,2.974660425,48000,-144000000,,,
90,48000,50.80012643,-4.01643658,102000,258000,10.02765896,10.76484863,0.73718967,1.02032379,1.561819403,2.01107396,2.429207925,3.278407041,10.02898438,10.97748481,0.948500434,1.39072524,1.886303995,2.148853598,2.691747892,3.728767103,10.02675022,10.66686632,0.640116102,0.905848318,1.388080099,1.949127708,2.263744213,3.020902468,48000,-144000000,,,
91,48000,50.80294449,-3.84624705,102000,270000,9.953779297,10.68034993,0.726570638,1.033202944,1.591926231,2.028655366,2.460473478,3.317080001,9.95554579,10.89204536,0.936499566,1.404646474,1.901434152,2.160603505,2.715457589,3.776661913,9.952766927,10.59172092,0.638953993,0.930429998,1.400982246,1.973111669,2.29781777,3.065462446,48000,-144000000,,,
92,48000,50.80551445,-3.67603143,102000,282000,10.15619141,10.88023872,0.724047309,1.05011587,1.624778026,2.044953523,2.492967407,3.355275582,10.15796549,11.11101237,0.953046875,1.411701699,1.921206907,2.179394841,2.72895823,3.82244678,10.15346788,10.7945204,0.641052517,0.943965154,1.419461186,1.991883887,2.323086661,3.086326265,48000,-144000000,,,
93,48000,50.80783632,-3.50579214,102000,294000,10.22717882,10.95883626,0.731657444,1.051125785,1.63427693,2.053079117,2.509225777,3.365220527,10.23030382,11.20308377,0.972779948,1.412678985,1.930271577,2.196325283,2.734485574,3.840171958,10.2240408,10.87894531,0.654904514,0.942148437,1.415337922,2.016010923,2.325823826,3.102200573,48000,-144000000,,,
94,48000,50.80991016,-3.33553211,102000,306000,10.19647407,10.92614258,0.729668511,1.047912714,1.629783012,2.041975446,2.504068933,3.362040576,10.19981228,11.17183811,0.972025825,1.40544462,1.919594959,2.186627294,2.724359344,3.823590701,10.19338216,10.85127604,0.65789388,0.946114366,1.405813854,2.00783725,2.318015925,3.103798725,48000,-144000000,,,
95,48000,50.81173531,-3.16525213,102000,318000,9.735732964,10.46989095,0.734157986,1.053995381,1.64823609,2.072564717,2.525062624,3.40062996,9.738771701,10.73240994,0.993638238,1.427042411,1.954426463,2.211226594,2.774023748,3.850602679,9.731928168,10.39490885,0.662980686,0.961355097,1.420753865,2.0348484,2.349651124,3.141433687,48000,-144000000,,,
96,48000,50.81331227,-2.99495511,102000,330000,10.19084364,10.93081706,0.739973416,1.058874654,1.659167778,2.090827443,2.537568695,3.419071361,10.19250868,11.19755208,1.005043403,1.440068204,1.966188409,2.238662368,2.81781436,3.852492146,10.18691406,10.85490126,0.667987196,0.96859189,1.428332713,2.046283327,2.359039352,3.176216156,48000,-144000000,,,
97,48000,50.81464078,-2.8246443,102000,342000,9.939274089,10.68193142,0.742657335,1.059298348,1.657419705,2.091970538,2.530765232,3.413649037,9.942776693,10.94145182,0.99867513,1.439305659,1.962782428,2.232758453,2.824237868,3.851490679,9.935351563,10.61385959,0.67850803,0.956911066,1.410239335,2.038369502,2.356502459,3.157607577,48000,-144000000,,,
98,48000,50.81572105,-2.65432322,102000,354000,9.279150391,10.0292117,0.750061306,1.06247897,1.666962942,2.100872732,2.540544602,3.427994998,9.282762587,10.30207031,1.019307726,1.452658265,1.979184596,2.248276806,2.827314711,3.856006014,9.274355469,9.962406684,0.688051215,0.965190507,1.41424598,2.050200014,2.373993831,3.168600984,48000,-144000000,,,
99,48000,50.81655259,-2.48399347,102000,366000,9.439091797,10.19936089,0.760269097,1.072541491,1.680083757,2.116661293,2.555527085,3.444561684,9.44187934,10.48188802,1.040008681,1.463488343,1.992546503,2.268619947,2.849228877,3.879952877,9.434815538,10.1367806,0.701965061,0.97854549,1.424563027,2.063473617,2.398934979,3.195243159,48000,-144000000,,,
100,48000,50.8171357,-2.31365597,102000,378000,9.715625,10.48560059,0.769975586,1.085087064,1.692809942,2.128876876,2.567906565,3.4582944,9.719638672,10.76725911,1.047620443,1.469960214,2.001338356,2.282291667,2.864216218,3.899014912,9.711206597,10.42316189,0.711955295,0.988435123,1.431124339,2.073468915,2.418480386,3.21780847,48000,-144000000,,,
101,48000,50.81746977,-2.14331425,102000,390000,10.11653754,10.89679253,0.780254991,1.092621941,1.704916398,2.134134166,2.580953931,3.471117001,10.12168837,11.17942383,1.05773546,1.473025484,2.007675368,2.285482701,2.886772642,3.924337746,10.11118924,10.83434896,0.723159722,0.994346892,1.419759476,2.065398531,2.426613447,3.235341849,48000,-144000000,,,
102,48000,50.81755407,-1.97297044,102000,402000,10.35625109,11.14559842,0.789347331,1.094496424,1.717933253,2.144401145,2.594751519,3.478300316,10.36199544,11.42076389,1.058768446,1.478052145,2.020954758,2.285481409,2.912751684,3.952042256,10.34975694,11.08122396,0.731467014,1.011349775,1.41557891,2.066622644,2.436818473,3.252586547,48000,-144000000,,,
103,48000,50.81739026,-1.80262862,102000,414000,10.19595649,10.98901259,0.793056098,1.09203404,1.725264886,2.146618639,2.597185537,3.4819887,10.20371094,11.26017795,1.056467014,1.480277313,2.020012504,2.278648624,2.914349992,3.962490699,10.18859375,10.91539605,0.7268023,1.010771846,1.412620391,2.070634404,2.44356063,3.270181982,48000,-144000000,,,
104,48000,50.81697853,-1.63229023,102000,426000,10.25094889,11.04890951,0.797960612,1.105620996,1.729292767,2.145859168,2.608671797,3.486329184,10.25868056,11.31885851,1.060177951,1.469118924,2.008050182,2.268017371,2.899263135,3.962124876,10.24689562,10.96022569,0.713330078,1.007272807,1.418501777,2.073112806,2.440503059,3.274747592,48000,-144000000,,,
105,48000,50.81631762,-1.46195554,102000,438000,10.69981283,11.50389214,0.804079319,1.114993515,1.728810118,2.150865937,2.614652029,3.491256381,10.70379232,11.77634332,1.072550998,1.473064753,2.010686694,2.278546524,2.900677393,3.97152876,10.69643338,11.40724392,0.710810547,1.01583447,1.427380746,2.078080357,2.448377873,3.285035032,48000,-144000000,,,
106,48000,50.81540801,-1.29162774,102000,450000,11.01493598,11.81987684,0.804940864,1.104367069,1.729958767,2.151119611,2.611557979,3.484922702,11.01941949,12.09360243,1.074182943,1.47598328,2.015057147,2.285407469,2.906539507,3.979182323,11.01135742,11.72911675,0.717759332,1.017906746,1.431538267,2.086655661,2.453863364,3.285069444,48000,-144000000,,,
107,48000,50.81424965,-1.12130984,102000,462000,11.14190213,11.94939345,0.807491319,1.099039042,1.7353156,2.155223628,2.610541811,3.486237909,11.14671875,12.22764106,1.080922309,1.485712116,2.023264819,2.295240885,2.916974206,3.99093006,11.13798394,11.86049913,0.722515191,1.020904328,1.439675926,2.096802249,2.466187066,3.295548838,48000,-144000000,,,
108,48000,50.81284295,-0.95100321,102000,474000,10.88144857,11.69946235,0.81801378,1.099436306,1.740750248,2.157017997,2.614960033,3.487170552,10.88646701,11.96990343,1.083436415,1.494461806,2.027380746,2.301690693,2.924327309,3.999544891,10.87756402,11.60206163,0.724497613,1.020373781,1.445695943,2.103995174,2.477229869,3.305094969,48000,-144000000,,,
109,48000,50.81118842,-0.78071175,102000,486000,10.69076443,11.50212891,0.811364475,1.092317941,1.71932935,2.130018369,2.584681635,3.448254717,10.69412977,11.75208876,1.057958984,1.470009559,2.001480706,2.272613674,2.894482422,3.961907965,10.68937174,11.39819444,0.7088227,1.002924572,1.425395999,2.082183366,2.442924159,3.269679078,48000,-144000000,,,
110,48000,50.80928534,-0.61043837,102000,498000,10.50128309,11.32058594,0.819302843,1.101667726,1.743831561,2.153016726,2.60944739,3.483962596,10.50608615,11.5848622,1.078776042,1.489419333,2.019658668,2.298996259,2.922662657,3.994327205,10.49716363,11.21799262,0.720828993,1.016180349,1.444264943,2.105686074,2.472610057,3.301907035,48000,-144000000,,,
111,48000,50.80713447,-0.44018467,102000,510000,10.47047309,11.29536404,0.824890951,1.113104745,1.759307907,2.16762654,2.624844654,3.504630224,10.47590929,11.56469184,1.088782552,1.499469504,2.031419271,2.321063885,2.936945064,4.020891307,10.46603516,11.19334418,0.727309028,1.025093419,1.456591952,2.118306052,2.492184038,3.320544395,48000,-144000000,,,
112,48000,50.80473521,-0.26995326,102000,522000,10.69799425,11.52351725,0.825523003,1.119496838,1.756657469,2.1638227,2.623250351,3.496878927,10.70232639,11.78082357,1.078497179,1.485343192,2.022682498,2.316536045,2.924204851,4.036833819,10.69507595,11.42459852,0.729522569,1.024356709,1.462652995,2.107696243,2.490701368,3.320128038,48000,-144000000,,,
113,48000,50.80208754,-0.09974698,102000,534000,10.39362142,11.21586914,0.822247721,1.119756092,1.745416434,2.151812014,2.611353547,3.474686441,10.39774089,11.45746636,1.059725477,1.464537657,2.009239676,2.299049324,2.898657666,4.038320726,10.39225043,11.12261719,0.730366753,1.018144015,1.458955543,2.091769593,2.477305308,3.309863385,48000,-144000000,,,
114,48000,50.7991916,0.07043183,102000,546000,10.39169922,11.21210232,0.820403103,1.121276403,1.758179228,2.157287326,2.615379645,3.486862263,10.39470052,11.46461263,1.069912109,1.465275091,2.000415737,2.311787523,2.919506242,4.04047309,10.38799045,11.10849718,0.720506727,1.023580522,1.477192254,2.095918072,2.484841477,3.324398562,48000,-144000000,,,
115,48000,50.79604742,0.24058139,102000,558000,10.51130208,11.32368164,0.812379557,1.116698444,1.752120329,2.15640935,2.583592252,3.451215588,10.51336589,11.55986979,1.046503906,1.431681806,1.95489914,2.296394986,2.908773458,4.027610522,10.50732856,11.21794705,0.71061849,1.024011347,1.47833819,2.072197524,2.453620877,3.309123987,48000,-144000000,,,
116,48000,50.79265518,0.41069954,102000,570000,10.68239909,11.50981445,0.827415365,1.135385716,1.770015863,2.174602503,2.625043713,3.493660043,10.68437066,11.75374566,1.069375,1.457201193,1.990121218,2.322683842,2.936408937,4.066373233,10.67770291,11.40604167,0.728338759,1.035228071,1.501553716,2.098466642,2.495253028,3.340302786,48000,-144000000,,,
117,48000,50.89799043,-4.53265974,114000,222000,9.903777127,10.61407823,0.710301107,0.96918687,1.499292457,1.935253131,2.343503224,3.161176939,9.906165365,10.83686632,0.930700955,1.325689794,1.816279659,2.0788614,2.579928282,3.594294498,9.90241428,10.50703125,0.60461697,0.863810092,1.326821367,1.833611008,2.157365555,2.869306692,48000,-144000000,,,
118,48000,50.90156569,-4.36217062,114000,234000,9.714270833,10.42822537,0.713954536,0.978884729,1.51636742,1.940938404,2.365973178,3.192585746,9.717395833,10.64952148,0.932125651,1.333813192,1.827488788,2.092514778,2.591863323,3.617825314,9.713173828,10.31920356,0.606029731,0.874981295,1.330146123,1.863293599,2.17524011,2.900927941,48000,-144000000,,,
119,48000,50.90489204,-4.19164808,114000,246000,9.960941298,10.68427626,0.723334961,0.999470021,1.538240327,1.964470099,2.394955874,3.235365668,9.96280599,10.90394097,0.941134983,1.350819434,1.842027271,2.115167152,2.618188864,3.659441861,9.959709201,10.57544271,0.615733507,0.894656498,1.355695788,1.894590619,2.210203735,2.944705326,48000,-144000000,,,
120,48000,50.90796993,-4.02109473,114000,258000,9.886953125,10.61355252,0.726599392,1.011058873,1.553421947,1.984073557,2.418190828,3.264066014,9.888417969,10.83145508,0.943037109,1.369444031,1.863723132,2.144887876,2.652603133,3.711518581,9.88562717,10.51472873,0.629101562,0.904805411,1.372680225,1.931991361,2.233483796,2.995847181,48000,-144000000,,,
121,48000,50.91079935,-3.85051297,114000,270000,9.870138889,10.59270345,0.722564562,1.024303618,1.579051236,2.010999581,2.445729813,3.298512757,9.870887587,10.81308051,0.942192925,1.391024926,1.893441014,2.175962095,2.68491769,3.765073113,9.868182509,10.50818142,0.639998915,0.921761636,1.387364986,1.973394097,2.263026,3.049362393,48000,-144000000,,,
122,48000,50.91337945,-3.67990486,114000,282000,9.626616211,10.35409939,0.727483181,1.040378793,1.611187583,2.038286365,2.478922784,3.334968636,9.628294271,10.58225586,0.953961589,1.4164542,1.927047578,2.202427249,2.707401724,3.822840712,9.625184462,10.27718207,0.651997613,0.941126302,1.405635024,1.994808098,2.301489542,3.09302259,48000,-144000000,,,
123,48000,50.91571047,-3.50927229,114000,294000,9.860863715,10.59687012,0.736006402,1.053358057,1.63326115,2.053110584,2.508772166,3.369052941,9.863212891,10.83106011,0.967847222,1.429303179,1.945008371,2.209095672,2.729771154,3.85932116,9.858656684,10.51285048,0.654193793,0.954019614,1.416122789,2.01099196,2.335469473,3.114464596,48000,-144000000,,,
124,48000,50.91779224,-3.3386186,114000,306000,9.948417969,10.68794705,0.73952908,1.056335204,1.639014473,2.055057922,2.518510794,3.384258252,9.951740451,10.92625977,0.974519314,1.430864645,1.941575107,2.207741609,2.746058304,3.860975839,9.947322049,10.6086697,0.661347656,0.970543465,1.424507585,2.021195178,2.350200583,3.116553148,48000,-144000000,,,
125,48000,50.91962439,-3.1679461,114000,318000,9.490839301,10.23241211,0.741572808,1.060865317,1.648016932,2.069000935,2.529525282,3.401024125,9.493957248,10.47197483,0.978017578,1.438801825,1.954434007,2.215309503,2.772185227,3.862138155,9.488489583,10.15441949,0.665929905,0.977862155,1.441061508,2.024043692,2.366528966,3.129655051,48000,-144000000,,,
126,48000,50.92120726,-2.9972562,114000,330000,10.01430718,10.75595052,0.741643338,1.068684327,1.652366691,2.085202159,2.531050761,3.404952774,10.01744141,10.99517578,0.977734375,1.440200583,1.944908441,2.207836268,2.785106854,3.848184575,10.0124783,10.68385308,0.671374783,0.967842934,1.439524016,2.01385396,2.367117539,3.131343213,48000,-144000000,,,
